"ID","age","value"
"1.60.29","Number of Function Parameters","0"
"1.60.29","Number of Calling Functions","0"
"1.60.29","Number of Called Functions","0"
"1.60.29","Cyclomatic Complexity","1"
"1.60.29","Number of Entry Points","1"
"1.60.30","Number of Distinct Operators","9"
"1.60.30","Number of Distinct Operands","7"
"1.60.30","Number of Operator Occurrences","13"
"1.60.30","Number of Operand Occurrences","10"
"1.60.30","Component Length","23"
"1.60.30","Component Volume","92"
"1.60.30","Vocabulary Size","16"
"1.60.30","Program Level","0.15"
"1.60.30","Program Differences","6.42"
"1.60.30","Effeciency","591.42"
"1.60.30","Program Time","32.85"
"1.60.30","Itergration","14.31"
"1.60.30","Bug","0.03"
"1.60.30","Number of Exit Points","1"
"1.60.30","Number of Statements","6"
"1.60.30","Number of Structuring Levels","2"
"1.60.30","Number of Unconditional Jumps","0"
"1.60.30","Number of Go to Statements","0"
"1.60.30","Number of Decision Statements","2"
"1.60.30","Average Statement Size","3.83"
"1.60.30","Language Scope","1.43"
"1.60.30","Number of Function Parameters","1"
"1.60.30","Number of Calling Functions","0"
"1.60.30","Number of Called Functions","0"
"1.60.30","Cyclomatic Complexity","3"
"1.60.30","Number of Entry Points","1"
"1.60.31","Number of Distinct Operators","3"
"1.60.31","Number of Distinct Operands","0"
"1.60.31","Number of Operator Occurrences","3"
"1.60.31","Number of Operand Occurrences","1"
"1.60.31","Component Length","4"
"1.60.31","Component Volume","6.33"
"1.60.31","Vocabulary Size","3"
"1.60.31","Program Level","0"
"1.60.31","Program Differences","0"
"1.60.31","Effeciency","0"
"1.60.31","Program Time","0"
"1.60.31","Itergration","0"
"1.60.31","Bug","0"
"1.60.31","Number of Exit Points","1"
"1.60.31","Number of Statements","1"
"1.60.31","Number of Structuring Levels","0"
"1.60.31","Number of Unconditional Jumps","0"
"1.60.31","Number of Go to Statements","0"
"1.60.31","Number of Decision Statements","0"
"1.60.31","Average Statement Size","4"
"1.60.31","Language Scope","1.33"
"1.60.31","Number of Function Parameters","0"
"1.60.31","Number of Calling Functions","0"
"1.60.31","Number of Called Functions","0"
"1.60.31","Cyclomatic Complexity","1"
"1.60.31","Number of Entry Points","1"
"1.60.32","Number of Distinct Operators","6"
"1.60.32","Number of Distinct Operands","5"
"1.60.32","Number of Operator Occurrences","10"
"1.60.32","Number of Operand Occurrences","7"
"1.60.32","Component Length","17"
"1.60.32","Component Volume","58.81"
"1.60.32","Vocabulary Size","11"
"1.60.32","Program Level","0.23"
"1.60.32","Program Differences","4.19"
"1.60.32","Effeciency","247"
"1.60.32","Program Time","13.72"
"1.60.32","Itergration","14"
"1.60.32","Bug","0.01"
"1.60.32","Number of Exit Points","1"
"1.60.32","Number of Statements","5"
"1.60.32","Number of Structuring Levels","1"
"1.60.32","Number of Unconditional Jumps","0"
"1.60.32","Number of Go to Statements","0"
"1.60.32","Number of Decision Statements","0"
"1.60.32","Average Statement Size","3.4"
"1.60.32","Language Scope","1.54"
"1.60.32","Number of Function Parameters","1"
"1.60.32","Number of Calling Functions","0"
"1.60.32","Number of Called Functions","0"
"1.60.32","Cyclomatic Complexity","1"
"1.60.32","Number of Entry Points","1"
"1.60.33","Number of Distinct Operators","6"
"1.60.33","Number of Distinct Operands","5"
"1.60.33","Number of Operator Occurrences","9"
"1.60.33","Number of Operand Occurrences","6"
"1.60.33","Component Length","15"
"1.60.33","Component Volume","51.89"
"1.60.33","Vocabulary Size","11"
"1.60.33","Program Level","0.27"
"1.60.33","Program Differences","3.6"
"1.60.33","Effeciency","186.8"
"1.60.33","Program Time","10.37"
"1.60.33","Itergration","14.41"
"1.60.33","Bug","0.01"
"1.60.33","Number of Exit Points","1"
"1.60.33","Number of Statements","4"
"1.60.33","Number of Structuring Levels","2"
"1.60.33","Number of Unconditional Jumps","0"
"1.60.33","Number of Go to Statements","0"
"1.60.33","Number of Decision Statements","2"
"1.60.33","Average Statement Size","3.75"
"1.60.33","Language Scope","1.36"
"1.60.33","Number of Function Parameters","1"
"1.60.33","Number of Calling Functions","0"
"1.60.33","Number of Called Functions","0"
"1.60.33","Cyclomatic Complexity","3"
"1.60.33","Number of Entry Points","1"
"1.60.34","Number of Distinct Operators","3"
"1.60.34","Number of Distinct Operands","1"
"1.60.34","Number of Operator Occurrences","3"
"1.60.34","Number of Operand Occurrences","1"
"1.60.34","Component Length","4"
"1.60.34","Component Volume","8"
"1.60.34","Vocabulary Size","4"
"1.60.34","Program Level","0.66"
"1.60.34","Program Differences","1.5"
"1.60.34","Effeciency","12"
"1.60.34","Program Time","0.66"
"1.60.34","Itergration","5.33"
"1.60.34","Bug","0"
"1.60.34","Number of Exit Points","1"
"1.60.34","Number of Statements","3"
"1.60.34","Number of Structuring Levels","1"
"1.60.34","Number of Unconditional Jumps","0"
"1.60.34","Number of Go to Statements","0"
"1.60.34","Number of Decision Statements","2"
"1.60.34","Average Statement Size","1.33"
"1.60.34","Language Scope","1"
"1.60.34","Number of Function Parameters","1"
"1.60.34","Number of Calling Functions","0"
"1.60.34","Number of Called Functions","0"
"1.60.34","Cyclomatic Complexity","3"
"1.60.34","Number of Entry Points","1"
"1.60.35","Number of Distinct Operators","6"
"1.60.35","Number of Distinct Operands","5"
"1.60.35","Number of Operator Occurrences","8"
"1.60.35","Number of Operand Occurrences","6"
"1.60.35","Component Length","14"
"1.60.35","Component Volume","48.43"
"1.60.35","Vocabulary Size","11"
"1.60.35","Program Level","0.27"
"1.60.35","Program Differences","3.6"
"1.60.35","Effeciency","174.35"
"1.60.35","Program Time","9.68"
"1.60.35","Itergration","13.45"
"1.60.35","Bug","0.01"
"1.60.35","Number of Exit Points","1"
"1.60.35","Number of Statements","4"
"1.60.35","Number of Structuring Levels","0"
"1.60.35","Number of Unconditional Jumps","0"
"1.60.35","Number of Go to Statements","0"
"1.60.35","Number of Decision Statements","0"
"1.60.35","Average Statement Size","3.5"
"1.60.35","Language Scope","1.27"
"1.60.35","Number of Function Parameters","1"
"1.60.35","Number of Calling Functions","0"
"1.60.35","Number of Called Functions","0"
"1.60.35","Cyclomatic Complexity","1"
"1.60.35","Number of Entry Points","1"
"1.60.36","Number of Distinct Operators","6"
"1.60.36","Number of Distinct Operands","2"
"1.60.36","Number of Operator Occurrences","4"
"1.60.36","Number of Operand Occurrences","2"
"1.60.36","Component Length","6"
"1.60.36","Component Volume","18"
"1.60.36","Vocabulary Size","8"
"1.60.36","Program Level","0.33"
"1.60.36","Program Differences","3"
"1.60.36","Effeciency","54"
"1.60.36","Program Time","3"
"1.60.36","Itergration","6"
"1.60.36","Bug","0"
"1.60.36","Number of Exit Points","1"
"1.60.36","Number of Statements","3"
"1.60.36","Number of Structuring Levels","1"
"1.60.36","Number of Unconditional Jumps","0"
"1.60.36","Number of Go to Statements","0"
"1.60.36","Number of Decision Statements","0"
"1.60.36","Average Statement Size","2"
"1.60.36","Language Scope","0.75"
"1.60.36","Number of Function Parameters","1"
"1.60.36","Number of Calling Functions","0"
"1.60.36","Number of Called Functions","0"
"1.60.36","Cyclomatic Complexity","1"
"1.60.36","Number of Entry Points","1"
"1.60.37","Number of Distinct Operators","14"
"1.60.37","Number of Distinct Operands","7"
"1.60.37","Number of Operator Occurrences","23"
"1.60.37","Number of Operand Occurrences","11"
"1.60.37","Component Length","34"
"1.60.37","Component Volume","149.33"
"1.60.37","Vocabulary Size","21"
"1.60.37","Program Level","0.09"
"1.60.37","Program Differences","11"
"1.60.37","Effeciency","1642.72"
"1.60.37","Program Time","91.26"
"1.60.37","Itergration","13.57"
"1.60.37","Bug","0.04"
"1.60.37","Number of Exit Points","3"
"1.60.37","Number of Statements","11"
"1.60.37","Number of Structuring Levels","2"
"1.60.37","Number of Unconditional Jumps","0"
"1.60.37","Number of Go to Statements","0"
"1.60.37","Number of Decision Statements","4"
"1.60.37","Average Statement Size","3.09"
"1.60.37","Language Scope","1.61"
"1.60.37","Number of Function Parameters","0"
"1.60.37","Number of Calling Functions","0"
"1.60.37","Number of Called Functions","0"
"1.60.37","Cyclomatic Complexity","5"
"1.60.37","Number of Entry Points","1"
"1.60.38","Number of Distinct Operators","8"
"1.60.38","Number of Distinct Operands","2"
"1.60.38","Number of Operator Occurrences","5"
"1.60.38","Number of Operand Occurrences","2"
"1.60.38","Component Length","7"
"1.60.38","Component Volume","23.25"
"1.60.38","Vocabulary Size","10"
"1.60.38","Program Level","0.25"
"1.60.38","Program Differences","4"
"1.60.38","Effeciency","93.01"
"1.60.38","Program Time","5.16"
"1.60.38","Itergration","5.81"
"1.60.38","Bug","0"
"1.60.38","Number of Exit Points","1"
"1.60.38","Number of Statements","4"
"1.60.38","Number of Structuring Levels","2"
"1.60.38","Number of Unconditional Jumps","0"
"1.60.38","Number of Go to Statements","0"
"1.60.38","Number of Decision Statements","2"
"1.60.38","Average Statement Size","1.75"
"1.60.38","Language Scope","0.7"
"1.60.38","Number of Function Parameters","1"
"1.60.38","Number of Calling Functions","0"
"1.60.38","Number of Called Functions","0"
"1.60.38","Cyclomatic Complexity","3"
"1.60.38","Number of Entry Points","1"
"1.60.39","Number of Distinct Operators","14"
"1.60.39","Number of Distinct Operands","7"
"1.60.39","Number of Operator Occurrences","23"
"1.60.39","Number of Operand Occurrences","11"
"1.60.39","Component Length","34"
"1.60.39","Component Volume","149.33"
"1.60.39","Vocabulary Size","21"
"1.60.39","Program Level","0.09"
"1.60.39","Program Differences","11"
"1.60.39","Effeciency","1642.72"
"1.60.39","Program Time","91.26"
"1.60.39","Itergration","13.57"
"1.60.39","Bug","0.04"
"1.60.39","Number of Exit Points","3"
"1.60.39","Number of Statements","11"
"1.60.39","Number of Structuring Levels","2"
"1.60.39","Number of Unconditional Jumps","0"
"1.60.39","Number of Go to Statements","0"
"1.60.39","Number of Decision Statements","4"
"1.60.39","Average Statement Size","3.09"
"1.60.39","Language Scope","1.61"
"1.60.39","Number of Function Parameters","0"
"1.60.39","Number of Calling Functions","0"
"1.60.39","Number of Called Functions","0"
"1.60.39","Cyclomatic Complexity","5"
"1.60.39","Number of Entry Points","1"
"1.60.40","Number of Distinct Operators","6"
"1.60.40","Number of Distinct Operands","2"
"1.60.40","Number of Operator Occurrences","4"
"1.60.40","Number of Operand Occurrences","2"
"1.60.40","Component Length","6"
"1.60.40","Component Volume","18"
"1.60.40","Vocabulary Size","8"
"1.60.40","Program Level","0.33"
"1.60.40","Program Differences","3"
"1.60.40","Effeciency","54"
"1.60.40","Program Time","3"
"1.60.40","Itergration","6"
"1.60.40","Bug","0"
"1.60.40","Number of Exit Points","1"
"1.60.40","Number of Statements","3"
"1.60.40","Number of Structuring Levels","1"
"1.60.40","Number of Unconditional Jumps","0"
"1.60.40","Number of Go to Statements","0"
"1.60.40","Number of Decision Statements","0"
"1.60.40","Average Statement Size","2"
"1.60.40","Language Scope","0.75"
"1.60.40","Number of Function Parameters","1"
"1.60.40","Number of Calling Functions","0"
"1.60.40","Number of Called Functions","0"
"1.60.40","Cyclomatic Complexity","1"
"1.60.40","Number of Entry Points","1"
"1.60.41","Number of Distinct Operators","7"
"1.60.41","Number of Distinct Operands","2"
"1.60.41","Number of Operator Occurrences","2"
"1.60.41","Number of Operand Occurrences","1"
"1.60.41","Component Length","3"
"1.60.41","Component Volume","9.5"
"1.60.41","Vocabulary Size","9"
"1.60.41","Program Level","0.57"
"1.60.41","Program Differences","1.74"
"1.60.41","Effeciency","16.64"
"1.60.41","Program Time","0.92"
"1.60.41","Itergration","5.43"
"1.60.41","Bug","0"
"1.60.41","Number of Exit Points","1"
"1.60.41","Number of Statements","3"
"1.60.41","Number of Structuring Levels","2"
"1.60.41","Number of Unconditional Jumps","0"
"1.60.41","Number of Go to Statements","0"
"1.60.41","Number of Decision Statements","2"
"1.60.41","Average Statement Size","1"
"1.60.41","Language Scope","0.33"
"1.60.41","Number of Function Parameters","1"
"1.60.41","Number of Calling Functions","0"
"1.60.41","Number of Called Functions","0"
"1.60.41","Cyclomatic Complexity","3"
"1.60.41","Number of Entry Points","1"
"1.60.42","Number of Distinct Operators","7"
"1.60.42","Number of Distinct Operands","2"
"1.60.42","Number of Operator Occurrences","4"
"1.60.42","Number of Operand Occurrences","2"
"1.60.42","Component Length","6"
"1.60.42","Component Volume","19.01"
"1.60.42","Vocabulary Size","9"
"1.60.42","Program Level","0.28"
"1.60.42","Program Differences","3.49"
"1.60.42","Effeciency","66.56"
"1.60.42","Program Time","3.69"
"1.60.42","Itergration","5.43"
"1.60.42","Bug","0"
"1.60.42","Number of Exit Points","1"
"1.60.42","Number of Statements","3"
"1.60.42","Number of Structuring Levels","0"
"1.60.42","Number of Unconditional Jumps","0"
"1.60.42","Number of Go to Statements","0"
"1.60.42","Number of Decision Statements","0"
"1.60.42","Average Statement Size","2"
"1.60.42","Language Scope","0.66"
"1.60.42","Number of Function Parameters","1"
"1.60.42","Number of Calling Functions","0"
"1.60.42","Number of Called Functions","0"
"1.60.42","Cyclomatic Complexity","1"
"1.60.42","Number of Entry Points","1"
"1.60.43","Number of Distinct Operators","9"
"1.60.43","Number of Distinct Operands","5"
"1.60.43","Number of Operator Occurrences","8"
"1.60.43","Number of Operand Occurrences","5"
"1.60.43","Component Length","13"
"1.60.43","Component Volume","49.49"
"1.60.43","Vocabulary Size","14"
"1.60.43","Program Level","0.22"
"1.60.43","Program Differences","4.5"
"1.60.43","Effeciency","222.73"
"1.60.43","Program Time","12.37"
"1.60.43","Itergration","10.99"
"1.60.43","Bug","0.01"
"1.60.43","Number of Exit Points","1"
"1.60.43","Number of Statements","3"
"1.60.43","Number of Structuring Levels","1"
"1.60.43","Number of Unconditional Jumps","0"
"1.60.43","Number of Go to Statements","0"
"1.60.43","Number of Decision Statements","0"
"1.60.43","Average Statement Size","4.33"
"1.60.43","Language Scope","0.92"
"1.60.43","Number of Function Parameters","0"
"1.60.43","Number of Calling Functions","0"
"1.60.43","Number of Called Functions","0"
"1.60.43","Cyclomatic Complexity","1"
"1.60.43","Number of Entry Points","1"
"1.60.44","Number of Distinct Operators","7"
"1.60.44","Number of Distinct Operands","2"
"1.60.44","Number of Operator Occurrences","2"
"1.60.44","Number of Operand Occurrences","1"
"1.60.44","Component Length","3"
"1.60.44","Component Volume","9.5"
"1.60.44","Vocabulary Size","9"
"1.60.44","Program Level","0.57"
"1.60.44","Program Differences","1.74"
"1.60.44","Effeciency","16.64"
"1.60.44","Program Time","0.92"
"1.60.44","Itergration","5.43"
"1.60.44","Bug","0"
"1.60.44","Number of Exit Points","1"
"1.60.44","Number of Statements","3"
"1.60.44","Number of Structuring Levels","2"
"1.60.44","Number of Unconditional Jumps","0"
"1.60.44","Number of Go to Statements","0"
"1.60.44","Number of Decision Statements","2"
"1.60.44","Average Statement Size","1"
"1.60.44","Language Scope","0.33"
"1.60.44","Number of Function Parameters","1"
"1.60.44","Number of Calling Functions","0"
"1.60.44","Number of Called Functions","0"
"1.60.44","Cyclomatic Complexity","3"
"1.60.44","Number of Entry Points","1"
"1.60.45","Number of Distinct Operators","9"
"1.60.45","Number of Distinct Operands","5"
"1.60.45","Number of Operator Occurrences","8"
"1.60.45","Number of Operand Occurrences","5"
"1.60.45","Component Length","13"
"1.60.45","Component Volume","49.49"
"1.60.45","Vocabulary Size","14"
"1.60.45","Program Level","0.22"
"1.60.45","Program Differences","4.5"
"1.60.45","Effeciency","222.73"
"1.60.45","Program Time","12.37"
"1.60.45","Itergration","10.99"
"1.60.45","Bug","0.01"
"1.60.45","Number of Exit Points","1"
"1.60.45","Number of Statements","3"
"1.60.45","Number of Structuring Levels","0"
"1.60.45","Number of Unconditional Jumps","0"
"1.60.45","Number of Go to Statements","0"
"1.60.45","Number of Decision Statements","0"
"1.60.45","Average Statement Size","4.33"
"1.60.45","Language Scope","0.92"
"1.60.45","Number of Function Parameters","0"
"1.60.45","Number of Calling Functions","0"
"1.60.45","Number of Called Functions","0"
"1.60.45","Cyclomatic Complexity","1"
"1.60.45","Number of Entry Points","1"
"1.60.46","Number of Distinct Operators","5"
"1.60.46","Number of Distinct Operands","5"
"1.60.46","Number of Operator Occurrences","11"
"1.60.46","Number of Operand Occurrences","7"
"1.60.46","Component Length","18"
"1.60.46","Component Volume","59.79"
"1.60.46","Vocabulary Size","10"
"1.60.46","Program Level","0.28"
"1.60.46","Program Differences","3.49"
"1.60.46","Effeciency","209.28"
"1.60.46","Program Time","11.62"
"1.60.46","Itergration","17.08"
"1.60.46","Bug","0.01"
"1.60.46","Number of Exit Points","1"
"1.60.46","Number of Statements","10"
"1.60.46","Number of Structuring Levels","2"
"1.60.46","Number of Unconditional Jumps","0"
"1.60.46","Number of Go to Statements","0"
"1.60.46","Number of Decision Statements","2"
"1.60.46","Average Statement Size","1.79"
"1.60.46","Language Scope","1.8"
"1.60.46","Number of Function Parameters","1"
"1.60.46","Number of Calling Functions","0"
"1.60.46","Number of Called Functions","0"
"1.60.46","Cyclomatic Complexity","3"
"1.60.46","Number of Entry Points","1"
"1.60.47","Number of Distinct Operators","7"
"1.60.47","Number of Distinct Operands","3"
"1.60.47","Number of Operator Occurrences","8"
"1.60.47","Number of Operand Occurrences","4"
"1.60.47","Component Length","12"
"1.60.47","Component Volume","39.86"
"1.60.47","Vocabulary Size","10"
"1.60.47","Program Level","0.21"
"1.60.47","Program Differences","4.66"
"1.60.47","Effeciency","186.02"
"1.60.47","Program Time","10.33"
"1.60.47","Itergration","8.54"
"1.60.47","Bug","0.01"
"1.60.47","Number of Exit Points","1"
"1.60.47","Number of Statements","9"
"1.60.47","Number of Structuring Levels","2"
"1.60.47","Number of Unconditional Jumps","0"
"1.60.47","Number of Go to Statements","0"
"1.60.47","Number of Decision Statements","2"
"1.60.47","Average Statement Size","1.33"
"1.60.47","Language Scope","1.2"
"1.60.47","Number of Function Parameters","1"
"1.60.47","Number of Calling Functions","0"
"1.60.47","Number of Called Functions","0"
"1.60.47","Cyclomatic Complexity","3"
"1.60.47","Number of Entry Points","1"
"1.60.48","Number of Distinct Operators","6"
"1.60.48","Number of Distinct Operands","2"
"1.60.48","Number of Operator Occurrences","7"
"1.60.48","Number of Operand Occurrences","3"
"1.60.48","Component Length","10"
"1.60.48","Component Volume","30"
"1.60.48","Vocabulary Size","8"
"1.60.48","Program Level","0.22"
"1.60.48","Program Differences","4.49"
"1.60.48","Effeciency","134.99"
"1.60.48","Program Time","7.49"
"1.60.48","Itergration","6.66"
"1.60.48","Bug","0.01"
"1.60.48","Number of Exit Points","1"
"1.60.48","Number of Statements","3"
"1.60.48","Number of Structuring Levels","1"
"1.60.48","Number of Unconditional Jumps","0"
"1.60.48","Number of Go to Statements","0"
"1.60.48","Number of Decision Statements","0"
"1.60.48","Average Statement Size","3.33"
"1.60.48","Language Scope","1.25"
"1.60.48","Number of Function Parameters","0"
"1.60.48","Number of Calling Functions","0"
"1.60.48","Number of Called Functions","0"
"1.60.48","Cyclomatic Complexity","1"
"1.60.48","Number of Entry Points","1"
"1.60.49","Number of Distinct Operators","4"
"1.60.49","Number of Distinct Operands","3"
"1.60.49","Number of Operator Occurrences","6"
"1.60.49","Number of Operand Occurrences","3"
"1.60.49","Component Length","9"
"1.60.49","Component Volume","25.26"
"1.60.49","Vocabulary Size","7"
"1.60.49","Program Level","0.5"
"1.60.49","Program Differences","2"
"1.60.49","Effeciency","50.53"
"1.60.49","Program Time","2.8"
"1.60.49","Itergration","12.63"
"1.60.49","Bug","0"
"1.60.49","Number of Exit Points","1"
"1.60.49","Number of Statements","2"
"1.60.49","Number of Structuring Levels","1"
"1.60.49","Number of Unconditional Jumps","0"
"1.60.49","Number of Go to Statements","0"
"1.60.49","Number of Decision Statements","0"
"1.60.49","Average Statement Size","4.5"
"1.60.49","Language Scope","1.28"
"1.60.49","Number of Function Parameters","0"
"1.60.49","Number of Calling Functions","0"
"1.60.49","Number of Called Functions","0"
"1.60.49","Cyclomatic Complexity","1"
"1.60.49","Number of Entry Points","1"
"1.60.50","Number of Distinct Operators","12"
"1.60.50","Number of Distinct Operands","8"
"1.60.50","Number of Operator Occurrences","17"
"1.60.50","Number of Operand Occurrences","11"
"1.60.50","Component Length","28"
"1.60.50","Component Volume","121.01"
"1.60.50","Vocabulary Size","20"
"1.60.50","Program Level","0.12"
"1.60.50","Program Differences","8.25"
"1.60.50","Effeciency","998.36"
"1.60.50","Program Time","55.46"
"1.60.50","Itergration","14.66"
"1.60.50","Bug","0.04"
"1.60.50","Number of Exit Points","1"
"1.60.50","Number of Statements","7"
"1.60.50","Number of Structuring Levels","2"
"1.60.50","Number of Unconditional Jumps","0"
"1.60.50","Number of Go to Statements","0"
"1.60.50","Number of Decision Statements","4"
"1.60.50","Average Statement Size","4"
"1.60.50","Language Scope","1.4"
"1.60.50","Number of Function Parameters","1"
"1.60.50","Number of Calling Functions","0"
"1.60.50","Number of Called Functions","0"
"1.60.50","Cyclomatic Complexity","5"
"1.60.50","Number of Entry Points","1"
"1.60.51","Number of Distinct Operators","5"
"1.60.51","Number of Distinct Operands","1"
"1.60.51","Number of Operator Occurrences","5"
"1.60.51","Number of Operand Occurrences","2"
"1.60.51","Component Length","7"
"1.60.51","Component Volume","18.09"
"1.60.51","Vocabulary Size","6"
"1.60.51","Program Level","0.2"
"1.60.51","Program Differences","5"
"1.60.51","Effeciency","90.47"
"1.60.51","Program Time","5.02"
"1.60.51","Itergration","3.61"
"1.60.51","Bug","0"
"1.60.51","Number of Exit Points","1"
"1.60.51","Number of Statements","1"
"1.60.51","Number of Structuring Levels","1"
"1.60.51","Number of Unconditional Jumps","0"
"1.60.51","Number of Go to Statements","0"
"1.60.51","Number of Decision Statements","0"
"1.60.51","Average Statement Size","7"
"1.60.51","Language Scope","1.16"
"1.60.51","Number of Function Parameters","1"
"1.60.51","Number of Calling Functions","0"
"1.60.51","Number of Called Functions","0"
"1.60.51","Cyclomatic Complexity","1"
"1.60.51","Number of Entry Points","1"
"1.60.52","Number of Distinct Operators","10"
"1.60.52","Number of Distinct Operands","5"
"1.60.52","Number of Operator Occurrences","10"
"1.60.52","Number of Operand Occurrences","7"
"1.60.52","Component Length","17"
"1.60.52","Component Volume","66.41"
"1.60.52","Vocabulary Size","15"
"1.60.52","Program Level","0.14"
"1.60.52","Program Differences","6.99"
"1.60.52","Effeciency","464.91"
"1.60.52","Program Time","25.82"
"1.60.52","Itergration","9.48"
"1.60.52","Bug","0.02"
"1.60.52","Number of Exit Points","2"
"1.60.52","Number of Statements","4"
"1.60.52","Number of Structuring Levels","2"
"1.60.52","Number of Unconditional Jumps","0"
"1.60.52","Number of Go to Statements","0"
"1.60.52","Number of Decision Statements","2"
"1.60.52","Average Statement Size","4.25"
"1.60.52","Language Scope","1.13"
"1.60.52","Number of Function Parameters","2"
"1.60.52","Number of Calling Functions","0"
"1.60.52","Number of Called Functions","0"
"1.60.52","Cyclomatic Complexity","3"
"1.60.52","Number of Entry Points","1"
"1.60.53","Number of Distinct Operators","6"
"1.60.53","Number of Distinct Operands","5"
"1.60.53","Number of Operator Occurrences","12"
"1.60.53","Number of Operand Occurrences","7"
"1.60.53","Component Length","19"
"1.60.53","Component Volume","65.72"
"1.60.53","Vocabulary Size","11"
"1.60.53","Program Level","0.23"
"1.60.53","Program Differences","4.19"
"1.60.53","Effeciency","276.06"
"1.60.53","Program Time","15.33"
"1.60.53","Itergration","15.64"
"1.60.53","Bug","0.02"
"1.60.53","Number of Exit Points","1"
"1.60.53","Number of Statements","4"
"1.60.53","Number of Structuring Levels","1"
"1.60.53","Number of Unconditional Jumps","0"
"1.60.53","Number of Go to Statements","0"
"1.60.53","Number of Decision Statements","0"
"1.60.53","Average Statement Size","4.75"
"1.60.53","Language Scope","1.72"
"1.60.53","Number of Function Parameters","0"
"1.60.53","Number of Calling Functions","0"
"1.60.53","Number of Called Functions","0"
"1.60.53","Cyclomatic Complexity","1"
"1.60.53","Number of Entry Points","1"
"1.60.54","Number of Distinct Operators","5"
"1.60.54","Number of Distinct Operands","2"
"1.60.54","Number of Operator Occurrences","2"
"1.60.54","Number of Operand Occurrences","1"
"1.60.54","Component Length","3"
"1.60.54","Component Volume","8.42"
"1.60.54","Vocabulary Size","7"
"1.60.54","Program Level","0.8"
"1.60.54","Program Differences","1.25"
"1.60.54","Effeciency","10.52"
"1.60.54","Program Time","0.58"
"1.60.54","Itergration","6.73"
"1.60.54","Bug","0"
"1.60.54","Number of Exit Points","1"
"1.60.54","Number of Statements","2"
"1.60.54","Number of Structuring Levels","1"
"1.60.54","Number of Unconditional Jumps","0"
"1.60.54","Number of Go to Statements","0"
"1.60.54","Number of Decision Statements","0"
"1.60.54","Average Statement Size","1.5"
"1.60.54","Language Scope","0.42"
"1.60.54","Number of Function Parameters","1"
"1.60.54","Number of Calling Functions","0"
"1.60.54","Number of Called Functions","0"
"1.60.54","Cyclomatic Complexity","1"
"1.60.54","Number of Entry Points","1"
"1.60.55","Number of Distinct Operators","6"
"1.60.55","Number of Distinct Operands","2"
"1.60.55","Number of Operator Occurrences","5"
"1.60.55","Number of Operand Occurrences","4"
"1.60.55","Component Length","9"
"1.60.55","Component Volume","27"
"1.60.55","Vocabulary Size","8"
"1.60.55","Program Level","0.16"
"1.60.55","Program Differences","6"
"1.60.55","Effeciency","162"
"1.60.55","Program Time","9"
"1.60.55","Itergration","4.5"
"1.60.55","Bug","0"
"1.60.55","Number of Exit Points","1"
"1.60.55","Number of Statements","3"
"1.60.55","Number of Structuring Levels","1"
"1.60.55","Number of Unconditional Jumps","0"
"1.60.55","Number of Go to Statements","0"
"1.60.55","Number of Decision Statements","0"
"1.60.55","Average Statement Size","3"
"1.60.55","Language Scope","1.12"
"1.60.55","Number of Function Parameters","0"
"1.60.55","Number of Calling Functions","0"
"1.60.55","Number of Called Functions","0"
"1.60.55","Cyclomatic Complexity","1"
"1.60.55","Number of Entry Points","1"
"1.60.56","Number of Distinct Operators","9"
"1.60.56","Number of Distinct Operands","7"
"1.60.56","Number of Operator Occurrences","12"
"1.60.56","Number of Operand Occurrences","10"
"1.60.56","Component Length","22"
"1.60.56","Component Volume","88"
"1.60.56","Vocabulary Size","16"
"1.60.56","Program Level","0.15"
"1.60.56","Program Differences","6.42"
"1.60.56","Effeciency","565.71"
"1.60.56","Program Time","31.42"
"1.60.56","Itergration","13.68"
"1.60.56","Bug","0.02"
"1.60.56","Number of Exit Points","1"
"1.60.56","Number of Statements","5"
"1.60.56","Number of Structuring Levels","1"
"1.60.56","Number of Unconditional Jumps","0"
"1.60.56","Number of Go to Statements","0"
"1.60.56","Number of Decision Statements","0"
"1.60.56","Average Statement Size","4.4"
"1.60.56","Language Scope","1.37"
"1.60.56","Number of Function Parameters","0"
"1.60.56","Number of Calling Functions","0"
"1.60.56","Number of Called Functions","0"
"1.60.56","Cyclomatic Complexity","1"
"1.60.56","Number of Entry Points","1"
"1.60.57","Number of Distinct Operators","8"
"1.60.57","Number of Distinct Operands","3"
"1.60.57","Number of Operator Occurrences","11"
"1.60.57","Number of Operand Occurrences","5"
"1.60.57","Component Length","16"
"1.60.57","Component Volume","55.35"
"1.60.57","Vocabulary Size","11"
"1.60.57","Program Level","0.15"
"1.60.57","Program Differences","6.66"
"1.60.57","Effeciency","369"
"1.60.57","Program Time","20.5"
"1.60.57","Itergration","8.3"
"1.60.57","Bug","0.01"
"1.60.57","Number of Exit Points","2"
"1.60.57","Number of Statements","5"
"1.60.57","Number of Structuring Levels","2"
"1.60.57","Number of Unconditional Jumps","0"
"1.60.57","Number of Go to Statements","0"
"1.60.57","Number of Decision Statements","2"
"1.60.57","Average Statement Size","3.2"
"1.60.57","Language Scope","1.45"
"1.60.57","Number of Function Parameters","0"
"1.60.57","Number of Calling Functions","0"
"1.60.57","Number of Called Functions","0"
"1.60.57","Cyclomatic Complexity","3"
"1.60.57","Number of Entry Points","1"
"1.60.58","Number of Distinct Operators","4"
